name	unknotting_number	three_genus	bridge_index	braid_index	signature	alexander_polynomial	jones_polynomial	homfly_polynomial	determinant	volume
Name	Unknotting Number	Genus	Bridge Index	Braid Index	Signature	Alexander	Jones	HOMFLY	Determinant	Volume
12a_916	[2, 3]	5	3	3	2	1-4*t+ 10*t^2-18*t^3+ 26*t^4-29*t^5+ 26*t^6-18*t^7+ 10*t^8-4*t^9+ t^10	-t^(-8)+ 3*t^(-7)-7*t^(-6)+ 12*t^(-5)-18*t^(-4)+ 22*t^(-3)-22*t^(-2)+ 22*t^(-1)-17+ 12*t-7*t^2+ 3*t^3-t^4	(-5*v^(-4)+ 10*v^(-2)-4)+ (-12*v^(-4)+ 29*v^(-2)-12)*z^2+ (-13*v^(-4)+ 38*v^(-2)-13)*z^4+ (-6*v^(-4)+ 25*v^(-2)-6)*z^6+ (-v^(-4)+ 8*v^(-2)-1)*z^8+ (v^(-2))*z^10	147	16.66749975
12a_917	2	4	3	4	0	2-9*t+ 23*t^2-39*t^3+ 47*t^4-39*t^5+ 23*t^6-9*t^7+ 2*t^8	-t^(-7)+ 3*t^(-6)-8*t^(-5)+ 15*t^(-4)-22*t^(-3)+ 28*t^(-2)-30*t^(-1)+ 30-24*t+ 17*t^2-10*t^3+ 4*t^4-t^5	(-3*v^(-4)+ 5*v^(-2)-v^2)+ (-6*v^(-4)+ 12*v^(-2)+ 1-3*v^2)*z^2+ (-4*v^(-4)+ 11*v^(-2)+ 5-3*v^2)*z^4+ (-v^(-4)+ 5*v^(-2)+ 4-v^2)*z^6+ (v^(-2)+ 1)*z^8	193	18.28296145
12a_918	2	4	3	5	2	1-9*t+ 29*t^2-53*t^3+ 63*t^4-53*t^5+ 29*t^6-9*t^7+ t^8	-t^(-8)+ 5*t^(-7)-13*t^(-6)+ 22*t^(-5)-31*t^(-4)+ 38*t^(-3)-39*t^(-2)+ 36*t^(-1)-28+ 19*t-10*t^2+ 4*t^3-t^4	(-2*v^(-4)+ 4*v^(-2)-1)+ (-v^(-6)+ 3*v^(-2)+ 2-2*v^2)*z^2+ (-v^(-6)+ 4*v^(-4)-2*v^(-2)+ 5-v^2)*z^4+ (2*v^(-4)-3*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8	247	19.91523379
12a_919	1	3	3	6	0	2-16*t+ 45*t^2-63*t^3+ 45*t^4-16*t^5+ 2*t^6	-t^(-7)+ 4*t^(-6)-9*t^(-5)+ 15*t^(-4)-22*t^(-3)+ 28*t^(-2)-29*t^(-1)+ 28-23*t+ 16*t^2-9*t^3+ 4*t^4-t^5	(-v^(-4)+ 2*v^(-2))+ (-v^(-6)+ v^(-4)+ v^(-2)+ v^2-v^4)*z^2+ (2*v^(-4)+ 2*v^2)*z^4+ (-v^(-2)-1)*z^6	189	18.30105683
12a_920	2	5	3	3	-4	1-4*t+ 9*t^2-16*t^3+ 21*t^4-23*t^5+ 21*t^6-16*t^7+ 9*t^8-4*t^9+ t^10	t^(-2)-3*t^(-1)+ 6-10*t+ 15*t^2-17*t^3+ 19*t^4-18*t^5+ 15*t^6-11*t^7+ 6*t^8-3*t^9+ t^10	(2*v^2-v^4)+ (9*v^2-16*v^4+ 8*v^6)*z^2+ (12*v^2-32*v^4+ 12*v^6)*z^4+ (6*v^2-24*v^4+ 6*v^6)*z^6+ (v^2-8*v^4+ v^6)*z^8+ (-v^4)*z^10	125	15.45837269
12a_921	3	4	3	4	-2	2-9*t+ 21*t^2-35*t^3+ 41*t^4-35*t^5+ 21*t^6-9*t^7+ 2*t^8	t^(-3)-4*t^(-2)+ 9*t^(-1)-15+ 22*t-26*t^2+ 28*t^3-25*t^4+ 20*t^5-14*t^6+ 7*t^7-3*t^8+ t^9	(3*v^2-3*v^4+ v^6)+ (2+ 2*v^2-9*v^4+ 5*v^6)*z^2+ (3-4*v^2-10*v^4+ 4*v^6)*z^4+ (1-4*v^2-5*v^4+ v^6)*z^6+ (-v^2-v^4)*z^8	175	17.50208015
12a_922	2	4	3	4	-2	2-11*t+ 32*t^2-60*t^3+ 73*t^4-60*t^5+ 32*t^6-11*t^7+ 2*t^8	t^(-3)-5*t^(-2)+ 14*t^(-1)-25+ 36*t-43*t^2+ 46*t^3-42*t^4+ 33*t^5-22*t^6+ 11*t^7-4*t^8+ t^9	(1+ v^2-2*v^4+ v^6)+ (2-7*v^4+ 4*v^6)*z^2+ (2-3*v^2-8*v^4+ 3*v^6)*z^4+ (1-3*v^2-4*v^4+ v^6)*z^6+ (-v^2-v^4)*z^8	283	21.48032877
12a_923	3	4	3	4	-6	2-9*t+ 18*t^2-25*t^3+ 27*t^4-25*t^5+ 18*t^6-9*t^7+ 2*t^8	t-3*t^2+ 7*t^3-10*t^4+ 16*t^5-19*t^6+ 20*t^7-20*t^8+ 16*t^9-12*t^10+ 7*t^11-3*t^12+ t^13	(v^4+ 5*v^6-8*v^8+ 3*v^10)+ (4*v^4+ 6*v^6-13*v^8+ 5*v^10)*z^2+ (4*v^4-2*v^6-10*v^8+ 4*v^10)*z^4+ (v^4-4*v^6-5*v^8+ v^10)*z^6+ (-v^6-v^8)*z^8	135	15.81536134
12a_924	2	3	3	5	-4	4-20*t+ 43*t^2-55*t^3+ 43*t^4-20*t^5+ 4*t^6	1-4*t+ 10*t^2-16*t^3+ 24*t^4-28*t^5+ 30*t^6-28*t^7+ 21*t^8-15*t^9+ 8*t^10-3*t^11+ t^12	(3*v^4-4*v^8+ 2*v^10)+ (v^2+ 4*v^4-2*v^6-4*v^8+ 2*v^10)*z^2+ (v^2-4*v^6-2*v^8+ v^10)*z^4+ (-v^4-2*v^6-v^8)*z^6	189	17.92242492
12a_925	2	4	3	4	0	2-10*t+ 28*t^2-51*t^3+ 63*t^4-51*t^5+ 28*t^6-10*t^7+ 2*t^8	-t^(-7)+ 4*t^(-6)-11*t^(-5)+ 20*t^(-4)-29*t^(-3)+ 37*t^(-2)-39*t^(-1)+ 37-30*t+ 21*t^2-11*t^3+ 4*t^4-t^5	(-2*v^(-4)+ 3*v^(-2)+ 1-v^2)+ (-4*v^(-4)+ 6*v^(-2)+ 5-4*v^2)*z^2+ (-3*v^(-4)+ 7*v^(-2)+ 7-3*v^2)*z^4+ (-v^(-4)+ 4*v^(-2)+ 4-v^2)*z^6+ (v^(-2)+ 1)*z^8	245	20.39125449
12a_926	2	4	3	4	-2	2-8*t+ 16*t^2-24*t^3+ 27*t^4-24*t^5+ 16*t^6-8*t^7+ 2*t^8	t^(-3)-3*t^(-2)+ 6*t^(-1)-10+ 15*t-18*t^2+ 20*t^3-18*t^4+ 15*t^5-11*t^6+ 6*t^7-3*t^8+ t^9	(1)+ (4-4*v^2-4*v^4+ 4*v^6)*z^2+ (4-8*v^2-8*v^4+ 4*v^6)*z^4+ (1-5*v^2-5*v^4+ v^6)*z^6+ (-v^2-v^4)*z^8	127	15.41602726
12a_927	2	3	3	5	0	4-18*t+ 37*t^2-47*t^3+ 37*t^4-18*t^5+ 4*t^6	t^(-4)-4*t^(-3)+ 9*t^(-2)-15*t^(-1)+ 21-24*t+ 26*t^2-23*t^3+ 18*t^4-13*t^5+ 7*t^6-3*t^7+ t^8	(1+ v^2-2*v^4+ v^6)+ (v^(-2)+ 1-3*v^2-2*v^4+ 2*v^6)*z^2+ (v^(-2)-1-5*v^2-2*v^4+ v^6)*z^4+ (-1-2*v^2-v^4)*z^6	165	16.94406735
12a_928	1	4	3	5	0	1-8*t+ 31*t^2-69*t^3+ 91*t^4-69*t^5+ 31*t^6-8*t^7+ t^8	-t^(-7)+ 5*t^(-6)-13*t^(-5)+ 25*t^(-4)-37*t^(-3)+ 46*t^(-2)-50*t^(-1)+ 47-38*t+ 27*t^2-14*t^3+ 5*t^4-t^5	(v^(-4)-2*v^(-2)+ 2)+ (-v^(-6)+ 3*v^(-4)-7*v^(-2)+ 7-3*v^2)*z^2+ (3*v^(-4)-7*v^(-2)+ 9-2*v^2)*z^4+ (-3*v^(-2)+ 4-v^2)*z^6+ (1)*z^8	309	22.18826378
12a_929	2	4	3	4	-2	2-10*t+ 25*t^2-41*t^3+ 47*t^4-41*t^5+ 25*t^6-10*t^7+ 2*t^8	t^(-5)-4*t^(-4)+ 9*t^(-3)-16*t^(-2)+ 24*t^(-1)-29+ 32*t-30*t^2+ 25*t^3-18*t^4+ 10*t^5-4*t^6+ t^7	(2-2*v^2+ v^4)+ (2*v^(-2)-1-5*v^2+ 3*v^4)*z^2+ (3*v^(-2)-5-6*v^2+ 3*v^4)*z^4+ (v^(-2)-4-4*v^2+ v^4)*z^6+ (-1-v^2)*z^8	203	18.93211331
12a_930	3	4	3	4	-6	2-9*t+ 19*t^2-28*t^3+ 31*t^4-28*t^5+ 19*t^6-9*t^7+ 2*t^8	t-3*t^2+ 8*t^3-12*t^4+ 18*t^5-21*t^6+ 22*t^7-22*t^8+ 17*t^9-12*t^10+ 7*t^11-3*t^12+ t^13	(2*v^4+ 3*v^6-7*v^8+ 3*v^10)+ (5*v^4+ 3*v^6-12*v^8+ 5*v^10)*z^2+ (4*v^4-3*v^6-10*v^8+ 4*v^10)*z^4+ (v^4-4*v^6-5*v^8+ v^10)*z^6+ (-v^6-v^8)*z^8	147	17.04490205
12a_931	2	3	3	5	-4	4-19*t+ 40*t^2-51*t^3+ 40*t^4-19*t^5+ 4*t^6	1-3*t+ 8*t^2-14*t^3+ 22*t^4-26*t^5+ 28*t^6-27*t^7+ 21*t^8-15*t^9+ 8*t^10-3*t^11+ t^12	(v^2+ v^4+ v^6-4*v^8+ 2*v^10)+ (2*v^2+ v^4-v^6-4*v^8+ 2*v^10)*z^2+ (v^2-v^4-4*v^6-2*v^8+ v^10)*z^4+ (-v^4-2*v^6-v^8)*z^6	177	18.1859285
12a_932	2	4	3	5	-2	1-7*t+ 24*t^2-46*t^3+ 55*t^4-46*t^5+ 24*t^6-7*t^7+ t^8	t^(-5)-4*t^(-4)+ 10*t^(-3)-17*t^(-2)+ 25*t^(-1)-31+ 33*t-31*t^2+ 26*t^3-18*t^4+ 10*t^5-4*t^6+ t^7	(v^(-4)-2*v^(-2)+ 4-4*v^2+ 2*v^4)+ (v^(-4)-6*v^(-2)+ 11-13*v^2+ 4*v^4)*z^2+ (-3*v^(-2)+ 10-12*v^2+ 3*v^4)*z^4+ (3-5*v^2+ v^4)*z^6+ (-v^2)*z^8	211	19.40533681
12a_933	2	4	3	5	2	1-8*t+ 26*t^2-49*t^3+ 59*t^4-49*t^5+ 26*t^6-8*t^7+ t^8	-t^(-8)+ 4*t^(-7)-10*t^(-6)+ 19*t^(-5)-28*t^(-4)+ 34*t^(-3)-36*t^(-2)+ 34*t^(-1)-27+ 19*t-10*t^2+ 4*t^3-t^4	(-v^(-6)+ 3*v^(-4)-4*v^(-2)+ 4-v^2)+ (-2*v^(-6)+ 7*v^(-4)-9*v^(-2)+ 7-2*v^2)*z^2+ (-v^(-6)+ 6*v^(-4)-8*v^(-2)+ 6-v^2)*z^4+ (2*v^(-4)-4*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8	227	20.05649982
12a_934	2	4	3	4	-2	2-10*t+ 27*t^2-49*t^3+ 59*t^4-49*t^5+ 27*t^6-10*t^7+ 2*t^8	t^(-3)-4*t^(-2)+ 11*t^(-1)-20+ 29*t-35*t^2+ 38*t^3-35*t^4+ 28*t^5-19*t^6+ 10*t^7-4*t^8+ t^9	(2-2*v^2+ v^4)+ (4-6*v^2-2*v^4+ 3*v^6)*z^2+ (3-7*v^2-6*v^4+ 3*v^6)*z^4+ (1-4*v^2-4*v^4+ v^6)*z^6+ (-v^2-v^4)*z^8	235	19.98581964
12a_935	1	4	3	5	0	1-8*t+ 29*t^2-59*t^3+ 75*t^4-59*t^5+ 29*t^6-8*t^7+ t^8	-t^(-7)+ 4*t^(-6)-11*t^(-5)+ 21*t^(-4)-31*t^(-3)+ 40*t^(-2)-43*t^(-1)+ 41-34*t+ 24*t^2-13*t^3+ 5*t^4-t^5	(-v^(-6)+ 2*v^(-4)-v^(-2)+ 1)+ (-v^(-6)+ 5*v^(-4)-7*v^(-2)+ 6-2*v^2)*z^2+ (3*v^(-4)-8*v^(-2)+ 8-2*v^2)*z^4+ (-3*v^(-2)+ 4-v^2)*z^6+ (1)*z^8	269	21.15572863
12a_936	2	3	3	5	0	4-20*t+ 46*t^2-61*t^3+ 46*t^4-20*t^5+ 4*t^6	t^(-6)-4*t^(-5)+ 9*t^(-4)-16*t^(-3)+ 24*t^(-2)-29*t^(-1)+ 32-30*t+ 24*t^2-17*t^3+ 10*t^4-4*t^5+ t^6	(v^(-2)-v^2+ v^4)+ (v^(-4)-3-v^2+ v^4)*z^2+ (v^(-4)-v^(-2)-4-v^2+ v^4)*z^4+ (-v^(-2)-2-v^2)*z^6	201	18.59456317
12a_937	3	4	3	4	-6	2-7*t+ 11*t^2-13*t^3+ 13*t^4-13*t^5+ 11*t^6-7*t^7+ 2*t^8	t-2*t^2+ 5*t^3-6*t^4+ 9*t^5-11*t^6+ 11*t^7-11*t^8+ 9*t^9-7*t^10+ 4*t^11-2*t^12+ t^13	(3*v^4+ v^6-6*v^8+ 3*v^10)+ (7*v^4-14*v^8+ 7*v^10)*z^2+ (5*v^4-6*v^6-13*v^8+ 5*v^10)*z^4+ (v^4-5*v^6-6*v^8+ v^10)*z^6+ (-v^6-v^8)*z^8	79	11.97258301
12a_938	[2, 3]	3	3	5	-4	4-16*t+ 29*t^2-35*t^3+ 29*t^4-16*t^5+ 4*t^6	1-3*t+ 8*t^2-12*t^3+ 17*t^4-20*t^5+ 21*t^6-19*t^7+ 14*t^8-10*t^9+ 5*t^10-2*t^11+ t^12	(v^2+ 2*v^4-v^6-3*v^8+ 2*v^10)+ (2*v^2+ 3*v^4-5*v^6-4*v^8+ 3*v^10)*z^2+ (v^2-v^4-6*v^6-3*v^8+ v^10)*z^4+ (-v^4-2*v^6-v^8)*z^6	133	15.29089421
12a_939	2	2	3	6	-2	10-40*t+ 59*t^2-40*t^3+ 10*t^4	t^(-3)-3*t^(-2)+ 7*t^(-1)-12+ 18*t-23*t^2+ 25*t^3-23*t^4+ 20*t^5-14*t^6+ 8*t^7-4*t^8+ t^9	(2-2*v^2+ 2*v^6-v^8)+ (v^(-2)+ 2-4*v^2-3*v^4+ 3*v^6+ v^8)*z^2+ (-1-4*v^2-4*v^4-v^6)*z^4	159	16.66325445
12a_940	[2, 3]	3	3	6	0	2-13*t+ 39*t^2-57*t^3+ 39*t^4-13*t^5+ 2*t^6	t^(-4)-4*t^(-3)+ 10*t^(-2)-15*t^(-1)+ 21-25*t+ 25*t^2-23*t^3+ 18*t^4-12*t^5+ 7*t^6-3*t^7+ t^8	(2*v^(-2)-1-2*v^2+ 3*v^4-2*v^6+ v^8)+ (v^(-2)-4-3*v^2+ 4*v^4-3*v^6)*z^2+ (v^(-2)-2-v^2+ 3*v^4)*z^4+ (-1-v^2)*z^6	165	16.74008743
12a_941	2	4	3	4	-2	2-8*t+ 17*t^2-26*t^3+ 29*t^4-26*t^5+ 17*t^6-8*t^7+ 2*t^8	t^(-3)-3*t^(-2)+ 7*t^(-1)-11+ 16*t-20*t^2+ 21*t^3-19*t^4+ 16*t^5-11*t^6+ 6*t^7-3*t^8+ t^9	(3-4*v^2+ 2*v^4)+ (5-8*v^2-3*v^4+ 4*v^6)*z^2+ (4-9*v^2-8*v^4+ 4*v^6)*z^4+ (1-5*v^2-5*v^4+ v^6)*z^6+ (-v^2-v^4)*z^8	135	15.61247357
12a_942	2	3	3	5	0	4-18*t+ 39*t^2-51*t^3+ 39*t^4-18*t^5+ 4*t^6	t^(-4)-4*t^(-3)+ 10*t^(-2)-16*t^(-1)+ 22-26*t+ 27*t^2-24*t^3+ 19*t^4-13*t^5+ 7*t^6-3*t^7+ t^8	(v^(-2)-v^4+ v^6)+ (v^(-2)-4*v^2-2*v^4+ 2*v^6)*z^2+ (v^(-2)-1-5*v^2-2*v^4+ v^6)*z^4+ (-1-2*v^2-v^4)*z^6	173	17.14699844
12a_943	2	3	3	5	0	4-21*t+ 51*t^2-69*t^3+ 51*t^4-21*t^5+ 4*t^6	t^(-6)-4*t^(-5)+ 10*t^(-4)-18*t^(-3)+ 27*t^(-2)-33*t^(-1)+ 35-33*t+ 27*t^2-18*t^3+ 10*t^4-4*t^5+ t^6	(v^(-4)-v^(-2)+ 1-v^2+ v^4)+ (v^(-4)-2*v^(-2)-1-2*v^2+ v^4)*z^2+ (v^(-4)-v^(-2)-3-v^2+ v^4)*z^4+ (-v^(-2)-2-v^2)*z^6	221	19.51783133
12a_944	1	4	3	4	0	2-9*t+ 21*t^2-32*t^3+ 37*t^4-32*t^5+ 21*t^6-9*t^7+ 2*t^8	-t^(-5)+ 4*t^(-4)-9*t^(-3)+ 15*t^(-2)-21*t^(-1)+ 25-25*t+ 24*t^2-18*t^3+ 12*t^4-7*t^5+ 3*t^6-t^7	(-2+ 6*v^2-3*v^4)+ (-2*v^(-2)-1+ 11*v^2-5*v^4)*z^2+ (-3*v^(-2)+ 4+ 10*v^2-4*v^4)*z^4+ (-v^(-2)+ 4+ 5*v^2-v^4)*z^6+ (1+ v^2)*z^8	165	16.75052299
12a_945	2	3	3	5	-2	4-20*t+ 46*t^2-59*t^3+ 46*t^4-20*t^5+ 4*t^6	-t^(-4)+ 4*t^(-3)-9*t^(-2)+ 16*t^(-1)-23+ 29*t-31*t^2+ 30*t^3-24*t^4+ 17*t^5-10*t^6+ 4*t^7-t^8	(v^2+ v^4-v^6)+ (-v^(-2)+ 3*v^2+ v^4-v^6)*z^2+ (-v^(-2)+ 1+ 4*v^2+ v^4-v^6)*z^4+ (1+ 2*v^2+ v^4)*z^6	199	17.87950579
12a_946	3	4	3	4	-6	2-9*t+ 19*t^2-29*t^3+ 33*t^4-29*t^5+ 19*t^6-9*t^7+ 2*t^8	t-3*t^2+ 8*t^3-12*t^4+ 18*t^5-22*t^6+ 23*t^7-22*t^8+ 18*t^9-13*t^10+ 7*t^11-3*t^12+ t^13	(2*v^4+ 2*v^6-5*v^8+ 2*v^10)+ (5*v^4+ 3*v^6-11*v^8+ 5*v^10)*z^2+ (4*v^4-3*v^6-10*v^8+ 4*v^10)*z^4+ (v^4-4*v^6-5*v^8+ v^10)*z^6+ (-v^6-v^8)*z^8	151	17.04447317
12a_947	[2, 3]	3	3	5	-4	4-18*t+ 35*t^2-43*t^3+ 35*t^4-18*t^5+ 4*t^6	1-3*t+ 8*t^2-13*t^3+ 19*t^4-23*t^5+ 25*t^6-23*t^7+ 18*t^8-13*t^9+ 7*t^10-3*t^11+ t^12	(v^2+ v^4-2*v^8+ v^10)+ (2*v^2+ 2*v^4-3*v^6-2*v^8+ 2*v^10)*z^2+ (v^2-v^4-5*v^6-2*v^8+ v^10)*z^4+ (-v^4-2*v^6-v^8)*z^6	157	17.23730254
12a_948	2	4	3	5	-2	1-9*t+ 29*t^2-54*t^3+ 65*t^4-54*t^5+ 29*t^6-9*t^7+ t^8	-t^(-4)+ 4*t^(-3)-11*t^(-2)+ 21*t^(-1)-30+ 38*t-40*t^2+ 38*t^3-31*t^4+ 21*t^5-11*t^6+ 4*t^7-t^8	(-v^(-2)+ 2+ v^4-v^6)+ (-2*v^(-2)+ 4-v^2+ 4*v^4-2*v^6)*z^2+ (-v^(-2)+ 5-3*v^2+ 5*v^4-v^6)*z^4+ (2-3*v^2+ 2*v^4)*z^6+ (-v^2)*z^8	251	20.83639323
12a_949	2	4	3	4	-2	2-10*t+ 25*t^2-42*t^3+ 49*t^4-42*t^5+ 25*t^6-10*t^7+ 2*t^8	t^(-3)-4*t^(-2)+ 10*t^(-1)-17+ 25*t-31*t^2+ 33*t^3-30*t^4+ 25*t^5-17*t^6+ 9*t^7-4*t^8+ t^9	(2-3*v^2+ 3*v^4-v^6)+ (3-5*v^2+ 2*v^6)*z^2+ (3-6*v^2-5*v^4+ 3*v^6)*z^4+ (1-4*v^2-4*v^4+ v^6)*z^6+ (-v^2-v^4)*z^8	207	18.95854716
12a_950	2	3	3	5	0	4-20*t+ 45*t^2-59*t^3+ 45*t^4-20*t^5+ 4*t^6	t^(-4)-4*t^(-3)+ 10*t^(-2)-17*t^(-1)+ 24-29*t+ 31*t^2-28*t^3+ 23*t^4-16*t^5+ 9*t^6-4*t^7+ t^8	(v^(-2)-1+ v^2)+ (v^(-2)-1-2*v^2+ v^6)*z^2+ (v^(-2)-1-4*v^2-v^4+ v^6)*z^4+ (-1-2*v^2-v^4)*z^6	197	18.70544705
12a_951	2	4	3	5	2	1-9*t+ 32*t^2-65*t^3+ 81*t^4-65*t^5+ 32*t^6-9*t^7+ t^8	-t^(-8)+ 5*t^(-7)-14*t^(-6)+ 25*t^(-5)-36*t^(-4)+ 45*t^(-3)-47*t^(-2)+ 44*t^(-1)-35+ 24*t-13*t^2+ 5*t^3-t^4	(-v^(-6)+ v^(-4)+ v^(-2))+ (-v^(-6)+ 3*v^(-4)-v^(-2)+ 2-v^2)*z^2+ (-v^(-6)+ 4*v^(-4)-4*v^(-2)+ 4-v^2)*z^4+ (2*v^(-4)-3*v^(-2)+ 2)*z^6+ (-v^(-2))*z^8	295	21.6046001
12a_952	3	4	3	4	-6	2-9*t+ 17*t^2-22*t^3+ 23*t^4-22*t^5+ 17*t^6-9*t^7+ 2*t^8	t-3*t^2+ 7*t^3-10*t^4+ 15*t^5-17*t^6+ 18*t^7-18*t^8+ 14*t^9-10*t^10+ 6*t^11-3*t^12+ t^13	(v^4+ 4*v^6-6*v^8+ 2*v^10)+ (4*v^4+ 5*v^6-10*v^8+ 4*v^10)*z^2+ (4*v^4-2*v^6-9*v^8+ 4*v^10)*z^4+ (v^4-4*v^6-5*v^8+ v^10)*z^6+ (-v^6-v^8)*z^8	123	15.68458933
12a_953	2	3	3	5	-4	4-20*t+ 42*t^2-53*t^3+ 42*t^4-20*t^5+ 4*t^6	1-4*t+ 10*t^2-16*t^3+ 24*t^4-28*t^5+ 29*t^6-27*t^7+ 21*t^8-14*t^9+ 7*t^10-3*t^11+ t^12	(3*v^4-v^6-2*v^8+ v^10)+ (v^2+ 4*v^4-2*v^6-3*v^8+ 2*v^10)*z^2+ (v^2-4*v^6-2*v^8+ v^10)*z^4+ (-v^4-2*v^6-v^8)*z^6	185	18.14615104
12a_954	1	4	3	4	-2	2-10*t+ 25*t^2-43*t^3+ 51*t^4-43*t^5+ 25*t^6-10*t^7+ 2*t^8	t^(-3)-4*t^(-2)+ 10*t^(-1)-18+ 26*t-31*t^2+ 34*t^3-31*t^4+ 25*t^5-17*t^6+ 9*t^7-4*t^8+ t^9	(1-v^2+ 2*v^4-v^6)+ (3-4*v^2+ 2*v^6)*z^2+ (3-6*v^2-5*v^4+ 3*v^6)*z^4+ (1-4*v^2-4*v^4+ v^6)*z^6+ (-v^2-v^4)*z^8	211	19.09747931
12a_955	2	3	3	5	0	4-20*t+ 44*t^2-57*t^3+ 44*t^4-20*t^5+ 4*t^6	t^(-4)-4*t^(-3)+ 9*t^(-2)-16*t^(-1)+ 24-28*t+ 30*t^2-28*t^3+ 23*t^4-16*t^5+ 9*t^6-4*t^7+ t^8	(1)+ (v^(-2)-2*v^2+ v^6)*z^2+ (v^(-2)-1-4*v^2-v^4+ v^6)*z^4+ (-1-2*v^2-v^4)*z^6	193	18.88512297
12a_956	2	4	3	4	4	2-10*t+ 26*t^2-42*t^3+ 49*t^4-42*t^5+ 26*t^6-10*t^7+ 2*t^8	-t^(-11)+ 4*t^(-10)-10*t^(-9)+ 18*t^(-8)-26*t^(-7)+ 31*t^(-6)-33*t^(-5)+ 31*t^(-4)-24*t^(-3)+ 17*t^(-2)-9*t^(-1)+ 4-t	(-v^(-8)+ 2*v^(-4))+ (-3*v^(-8)+ 4*v^(-6)+ 5*v^(-4)-2*v^(-2))*z^2+ (-3*v^(-8)+ 6*v^(-6)+ 6*v^(-4)-3*v^(-2))*z^4+ (-v^(-8)+ 4*v^(-6)+ 4*v^(-4)-v^(-2))*z^6+ (v^(-6)+ v^(-4))*z^8	209	18.98784379
12a_957	[2, 3]	3	3	5	2	4-20*t+ 47*t^2-61*t^3+ 47*t^4-20*t^5+ 4*t^6	-t^(-10)+ 4*t^(-9)-10*t^(-8)+ 17*t^(-7)-24*t^(-6)+ 30*t^(-5)-32*t^(-4)+ 30*t^(-3)-24*t^(-2)+ 17*t^(-1)-9+ 4*t-t^2	(-v^(-8)+ v^(-6)+ v^(-2))+ (-v^(-8)+ v^(-6)+ 3*v^(-4)+ v^(-2)-1)*z^2+ (-v^(-8)+ v^(-6)+ 4*v^(-4)+ v^(-2)-1)*z^4+ (v^(-6)+ 2*v^(-4)+ v^(-2))*z^6	203	18.92945227
12a_958	2	4	3	4	4	2-10*t+ 25*t^2-39*t^3+ 45*t^4-39*t^5+ 25*t^6-10*t^7+ 2*t^8	-t^(-11)+ 4*t^(-10)-9*t^(-9)+ 16*t^(-8)-24*t^(-7)+ 29*t^(-6)-31*t^(-5)+ 29*t^(-4)-23*t^(-3)+ 17*t^(-2)-9*t^(-1)+ 4-t	(-2*v^(-6)+ 3*v^(-4))+ (-2*v^(-8)+ v^(-6)+ 6*v^(-4)-2*v^(-2))*z^2+ (-3*v^(-8)+ 5*v^(-6)+ 6*v^(-4)-3*v^(-2))*z^4+ (-v^(-8)+ 4*v^(-6)+ 4*v^(-4)-v^(-2))*z^6+ (v^(-6)+ v^(-4))*z^8	197	18.82495664
12a_959	2	3	3	5	2	4-21*t+ 50*t^2-65*t^3+ 50*t^4-21*t^5+ 4*t^6	-t^(-10)+ 4*t^(-9)-10*t^(-8)+ 18*t^(-7)-26*t^(-6)+ 32*t^(-5)-34*t^(-4)+ 32*t^(-3)-26*t^(-2)+ 18*t^(-1)-9+ 4*t-t^2	(-v^(-8)+ 2*v^(-6)-2*v^(-4)+ 2*v^(-2))+ (-v^(-8)+ 2*v^(-6)+ 2*v^(-2)-1)*z^2+ (-v^(-8)+ v^(-6)+ 3*v^(-4)+ v^(-2)-1)*z^4+ (v^(-6)+ 2*v^(-4)+ v^(-2))*z^6	215	19.51654304
12a_960	2	3	3	5	0	4-25*t+ 66*t^2-91*t^3+ 66*t^4-25*t^5+ 4*t^6	t^(-6)-5*t^(-5)+ 13*t^(-4)-23*t^(-3)+ 34*t^(-2)-42*t^(-1)+ 45-42*t+ 34*t^2-23*t^3+ 13*t^4-5*t^5+ t^6	(v^(-4)-2*v^(-2)+ 3-2*v^2+ v^4)+ (-2*v^(-2)+ 2-2*v^2)*z^2+ (v^(-4)-1+ v^4)*z^4+ (-v^(-2)-2-v^2)*z^6	281	21.19264064
12a_961	2	4	3	5	0	1-9*t+ 31*t^2-60*t^3+ 75*t^4-60*t^5+ 31*t^6-9*t^7+ t^8	t^(-6)-5*t^(-5)+ 13*t^(-4)-24*t^(-3)+ 35*t^(-2)-42*t^(-1)+ 45-41*t+ 33*t^2-22*t^3+ 11*t^4-4*t^5+ t^6	(2-2*v^2+ v^4)+ (v^(-4)-2*v^(-2)+ 3-5*v^2+ 2*v^4)*z^2+ (v^(-4)-4*v^(-2)+ 4-5*v^2+ v^4)*z^4+ (-2*v^(-2)+ 3-2*v^2)*z^6+ (1)*z^8	277	21.46176239
